year,country_code,country,player_name,player_name_norm,position,dob,age_at_tournament,caps,goals,club,club_country,data_tier
2026,CIV,Ivory Coast,Elye Wahi,elye wahi,FW,2003-01-02,23,2,0,Nice,,
2026,CIV,Ivory Coast,Christopher Opéri,christopher operi,DF,1997-04-29,29,12,0,İstanbul Başakşehir,,
2026,CIV,Ivory Coast,Oumar Diakité,oumar diakite,FW,2003-12-20,22,29,6,Cercle Brugge,,
2026,CIV,Ivory Coast,Amad Diallo,amad diallo,FW,2002-07-11,23,19,6,Manchester United,,
2026,CIV,Ivory Coast,Mohamed Koné,mohamed kone,GK,2002-03-07,24,0,0,Charleroi,,
2026,CIV,Ivory Coast,Guéla Doué,guela doue,DF,2002-10-17,23,20,3,Strasbourg,,
2026,CIV,Ivory Coast,Ibrahim Sangaré,ibrahim sangare,MF,1997-12-02,28,58,12,Nottingham Forest,,
2026,CIV,Ivory Coast,Nicolas Pépé,nicolas pepe,FW,1995-05-29,31,55,12,Villarreal,,
2026,CIV,Ivory Coast,Emmanuel Agbadou,emmanuel agbadou,DF,1997-06-17,28,20,2,Beşiktaş,,
2026,CIV,Ivory Coast,Evan Ndicka,evan ndicka,DF,1999-08-20,26,28,0,Roma,,
2026,CIV,Ivory Coast,Evann Guessand,evann guessand,FW,2001-07-01,24,21,4,Crystal Palace,,
2026,CIV,Ivory Coast,Alban Lafont,alban lafont,GK,1999-01-23,27,4,0,Panathinaikos,,
2026,CIV,Ivory Coast,Bazoumana Touré,bazoumana toure,FW,2006-03-02,20,6,2,TSG Hoffenheim,,
2026,CIV,Ivory Coast,Parfait Guiagon,parfait guiagon,MF,2001-02-22,25,5,0,Charleroi,,
2026,CIV,Ivory Coast,Christ Inao Oulaï,christ inao oulai,MF,2006-04-06,20,9,0,Trabzonspor,,
2026,JPN,Japan,Zion Suzuki,zion suzuki,GK,2002-08-21,23,24,0,Parma,,
2026,JPN,Japan,Yukinari Sugawara,yukinari sugawara,DF,2000-06-28,25,21,2,Werder Bremen,,
2026,JPN,Japan,Shōgo Taniguchi,shogo taniguchi,DF,1991-07-15,34,38,1,Sint-Truiden,,
2026,JPN,Japan,Kō Itakura ( captain ),ko itakura ( captain ),DF,1997-01-27,29,40,2,Ajax,,
2026,JPN,Japan,Yūto Nagatomo,yuto nagatomo,DF,1986-09-12,39,145,4,FC Tokyo,,
2026,JPN,Japan,Shūto Machino,shuto machino,FW,1999-09-30,26,14,5,Borussia Mönchengladbach,,
2026,JPN,Japan,Ao Tanaka,ao tanaka,MF,1998-09-10,27,38,8,Leeds United,,
2026,JPN,Japan,Takefusa Kubo,takefusa kubo,MF,2001-06-04,25,49,7,Real Sociedad,,
2026,JPN,Japan,Keisuke Gotō,keisuke goto,FW,2005-06-03,21,4,0,Sint-Truiden,,
2026,JPN,Japan,Ritsu Dōan,ritsu doan,MF,1998-06-16,27,65,11,Eintracht Frankfurt,,
2026,JPN,Japan,Daizen Maeda,daizen maeda,MF,1997-10-20,28,27,4,Celtic,,
2026,JPN,Japan,Keisuke Ōsako,keisuke osako,GK,1999-07-28,26,11,0,Sanfrecce Hiroshima,,
2026,JPN,Japan,Keito Nakamura,keito nakamura,MF,2000-07-28,25,25,10,Reims,,
2026,JPN,Japan,Junya Itō,junya ito,MF,1993-03-09,33,69,15,Genk,,
2026,JPN,Japan,Daichi Kamada,daichi kamada,MF,1996-08-05,29,49,12,Crystal Palace,,
2026,JPN,Japan,Tsuyoshi Watanabe,tsuyoshi watanabe,DF,1997-02-05,29,11,0,Feyenoord,,
2026,JPN,Japan,Yuito Suzuki,yuito suzuki,MF,2001-10-25,24,6,0,SC Freiburg,,
2026,JPN,Japan,Ayase Ueda,ayase ueda,FW,1998-08-28,27,39,16,Feyenoord,,
2026,JPN,Japan,Kōki Ogawa,koki ogawa,FW,1997-08-08,28,15,11,NEC,,
2026,JPN,Japan,Ayumu Seko,ayumu seko,DF,2000-06-07,26,14,0,Le Havre,,
2026,JPN,Japan,Hiroki Itō,hiroki ito,DF,1999-05-12,27,24,1,Bayern Munich,,
2026,JPN,Japan,Takehiro Tomiyasu,takehiro tomiyasu,DF,1998-11-05,27,43,1,Ajax,,
2026,JPN,Japan,Tomoki Hayakawa,tomoki hayakawa,GK,1999-03-03,27,4,0,Kashima Antlers,,
2026,JPN,Japan,Kaishū Sano,kaishu sano,MF,2000-12-30,25,13,0,Mainz 05,,
2026,JPN,Japan,Junnosuke Suzuki,junnosuke suzuki,DF,2003-07-12,22,6,0,Copenhagen,,
2026,JPN,Japan,Kento Shiogai,kento shiogai,FW,2005-03-26,21,2,0,VfL Wolfsburg,,
2026,NED,Netherlands,Bart Verbruggen,bart verbruggen,GK,2002-08-18,23,29,0,Brighton & Hove Albion,,
2026,NED,Netherlands,Lutsharel Geertruida,lutsharel geertruida,DF,2000-07-18,25,21,0,Sunderland,,
2026,NED,Netherlands,Marten de Roon,marten de roon,MF,1991-03-29,35,43,1,Atalanta,,
2026,NED,Netherlands,Virgil van Dijk ( captain ),virgil van dijk ( captain ),DF,1991-07-08,34,92,12,Liverpool,,
2026,NED,Netherlands,Nathan Aké,nathan ake,DF,1995-02-18,31,59,5,Manchester City,,
2026,NED,Netherlands,Jan Paul van Hecke,jan paul van hecke,DF,2000-06-08,26,12,0,Brighton & Hove Albion,,
2026,NED,Netherlands,Justin Kluivert,justin kluivert,MF,1999-05-05,27,12,0,Bournemouth,,
2026,NED,Netherlands,Ryan Gravenberch,ryan gravenberch,MF,2002-05-16,24,27,1,Liverpool,,
2026,NED,Netherlands,Wout Weghorst,wout weghorst,FW,1992-08-07,33,52,14,Ajax,,
2026,NED,Netherlands,Memphis Depay,memphis depay,FW,1994-02-13,32,109,55,Corinthians,,
2026,NED,Netherlands,Cody Gakpo,cody gakpo,FW,1999-05-07,27,50,21,Liverpool,,
2026,NED,Netherlands,Mats Wieffer,mats wieffer,DF,1999-11-16,26,15,1,Brighton & Hove Albion,,
2026,NED,Netherlands,Robin Roefs,robin roefs,GK,2003-01-17,23,1,0,Sunderland,,
2026,NED,Netherlands,Tijjani Reijnders,tijjani reijnders,MF,1998-07-29,27,32,7,Manchester City,,
2026,NED,Netherlands,Micky van de Ven,micky van de ven,DF,2001-04-19,25,21,1,Tottenham Hotspur,,
2026,NED,Netherlands,Guus Til,guus til,MF,1997-12-22,28,7,1,PSV Eindhoven,,
2026,NED,Netherlands,Noa Lang,noa lang,FW,1999-06-17,26,15,3,Galatasaray,,
2026,NED,Netherlands,Donyell Malen,donyell malen,FW,1999-01-19,27,53,13,Roma,,
2026,NED,Netherlands,Brian Brobbey,brian brobbey,FW,2002-02-01,24,12,1,Sunderland,,
2026,NED,Netherlands,Teun Koopmeiners,teun koopmeiners,MF,1998-02-28,28,28,3,Juventus,,
2026,NED,Netherlands,Frenkie de Jong,frenkie de jong,MF,1997-05-12,29,66,2,Barcelona,,
2026,NED,Netherlands,Denzel Dumfries,denzel dumfries,DF,1996-04-18,30,72,11,Inter Milan,,
2026,NED,Netherlands,Mark Flekken,mark flekken,GK,1993-06-13,32,12,0,Bayer Leverkusen,,
2026,NED,Netherlands,Crysencio Summerville,crysencio summerville,FW,2001-10-30,24,2,0,West Ham United,,
2026,NED,Netherlands,Jorrel Hato,jorrel hato,DF,2006-03-07,20,8,0,Chelsea,,
2026,NED,Netherlands,Quinten Timber,quinten timber,MF,2001-06-17,24,11,1,Marseille,,
2026,SWE,Sweden,Jacob Widell Zetterström,jacob widell zetterstrom,GK,1998-07-11,27,3,0,Derby County,,
2026,SWE,Sweden,Gustaf Lagerbielke,gustaf lagerbielke,DF,2000-04-10,26,11,2,Braga,,
2026,SWE,Sweden,Victor Lindelöf ( captain ),victor lindelof ( captain ),DF,1994-07-17,31,76,3,Aston Villa,,
2026,SWE,Sweden,Isak Hien,isak hien,DF,1999-01-13,27,29,0,Atalanta,,
2026,SWE,Sweden,Gabriel Gudmundsson,gabriel gudmundsson,DF,1999-04-29,27,24,0,Leeds United,,
2026,SWE,Sweden,Herman Johansson,herman johansson,DF,1997-10-16,28,3,0,FC Dallas,,
2026,SWE,Sweden,Lucas Bergvall,lucas bergvall,MF,2006-02-02,20,10,0,Tottenham Hotspur,,
2026,SWE,Sweden,Daniel Svensson,daniel svensson,DF,2002-02-12,24,13,0,Borussia Dortmund,,
2026,SWE,Sweden,Alexander Isak,alexander isak,FW,1999-09-21,26,58,17,Liverpool,,
2026,SWE,Sweden,Benjamin Nygren,benjamin nygren,MF,2001-07-08,24,11,3,Celtic,,
2026,SWE,Sweden,Anthony Elanga,anthony elanga,FW,2002-04-27,24,30,6,Newcastle United,,
2026,SWE,Sweden,Viktor Johansson,viktor johansson,GK,1998-09-14,27,12,0,Stoke City,,
2026,SWE,Sweden,Ken Sema,ken sema,MF,1993-09-30,32,33,5,Pafos,,
2026,SWE,Sweden,Hjalmar Ekdal,hjalmar ekdal,DF,1998-10-21,27,13,0,Burnley,,
2026,SWE,Sweden,Carl Starfelt,carl starfelt,DF,1995-06-01,31,18,0,Celta Vigo,,
2026,SWE,Sweden,Jesper Karlström,jesper karlstrom,MF,1995-06-21,30,25,0,Udinese,,
2026,SWE,Sweden,Viktor Gyökeres,viktor gyokeres,FW,1998-06-04,28,33,20,Arsenal,,
2026,SWE,Sweden,Yasin Ayari,yasin ayari,MF,2003-10-06,22,21,3,Brighton & Hove Albion,,
2026,SWE,Sweden,Mattias Svanberg,mattias svanberg,MF,1999-01-05,27,41,2,VfL Wolfsburg,,
2026,SWE,Sweden,Eric Smith,eric smith,DF,1997-01-08,29,2,0,FC St. Pauli,,
2026,SWE,Sweden,Alexander Bernhardsson,alexander bernhardsson,DF,1998-09-08,27,11,0,Holstein Kiel,,
2026,SWE,Sweden,Besfort Zeneli,besfort zeneli,MF,2002-11-21,23,8,0,Union Saint-Gilloise,,
2026,SWE,Sweden,Kristoffer Nordfeldt,kristoffer nordfeldt,GK,1989-06-23,36,21,0,AIK,,
2026,SWE,Sweden,Elliot Stroud,elliot stroud,DF,2002-06-22,23,1,0,Mjällby AIF,,
2026,SWE,Sweden,Gustaf Nilsson,gustaf nilsson,FW,1997-05-23,29,10,4,Club Brugge,,
2026,SWE,Sweden,Taha Ali,taha ali,FW,1998-07-01,27,2,0,Malmö FF,,
2026,TUN,Tunisia,Mouhib Chamakh,mouhib chamakh,GK,2001-08-25,24,3,0,Club Africain,,
2026,TUN,Tunisia,Ali Abdi,ali abdi,DF,1993-12-20,32,46,7,Nice,,
2026,TUN,Tunisia,Montassar Talbi,montassar talbi,DF,1998-05-26,28,64,4,Lorient,,
2026,TUN,Tunisia,Omar Rekik,omar rekik,DF,2001-12-20,24,6,0,Maribor,,
2026,TUN,Tunisia,Adem Arous,adem arous,DF,2004-07-17,21,2,0,Kasımpaşa,,
2026,TUN,Tunisia,Dylan Bronn,dylan bronn,DF,1995-06-19,30,52,2,Servette,,
2026,TUN,Tunisia,Elias Achouri,elias achouri,FW,1999-02-10,27,30,4,Copenhagen,,
2026,TUN,Tunisia,Elias Saad,elias saad,FW,1999-12-27,26,15,4,Hannover 96,,
2026,TUN,Tunisia,Hazem Mastouri,hazem mastouri,FW,1997-06-18,28,19,4,Dynamo Makhachkala,,
2026,TUN,Tunisia,Hannibal Mejbri,hannibal mejbri,MF,2003-01-21,23,45,1,Burnley,,
2026,TUN,Tunisia,Ismaël Gharbi,ismael gharbi,MF,2004-04-10,22,17,2,FC Augsburg,,
2026,TUN,Tunisia,Mortadha Ben Ouanes,mortadha ben ouanes,DF,1994-07-02,31,18,0,Kasımpaşa,,
2026,TUN,Tunisia,Rani Khedira,rani khedira,MF,1994-01-27,32,3,0,Union Berlin,,
2026,TUN,Tunisia,Khalil Ayari,khalil ayari,MF,2005-02-02,21,4,0,Paris Saint-Germain,,
2026,TUN,Tunisia,Hadj Mahmoud,hadj mahmoud,MF,2000-04-24,26,9,0,Lugano,,
2026,TUN,Tunisia,Aymen Dahmen,aymen dahmen,GK,1997-01-28,29,37,0,CS Sfaxien,,
2026,TUN,Tunisia,Ellyes Skhiri ( captain ),ellyes skhiri ( captain ),MF,1995-05-10,31,83,4,Eintracht Frankfurt,,
2026,TUN,Tunisia,Rayan Elloumi,rayan elloumi,FW,2007-09-17,18,4,0,Vancouver Whitecaps FC,,
2026,TUN,Tunisia,Firas Chaouat,firas chaouat,FW,1996-05-08,30,30,6,Club Africain,,
2026,TUN,Tunisia,Yan Valery,yan valery,DF,1999-02-22,27,22,0,Young Boys,,
2026,TUN,Tunisia,Mohamed Amine Ben Hamida,mohamed amine ben hamida,DF,1995-12-15,30,13,0,Espérance de Tunis,,
2026,TUN,Tunisia,Sabri Ben Hessen,sabri ben hessen,GK,1996-06-13,29,2,0,Étoile du Sahel,,
2026,TUN,Tunisia,Moutaz Neffati,moutaz neffati,DF,2004-09-04,21,5,0,IFK Norrköping,,
2026,TUN,Tunisia,Raed Chikhaoui,raed chikhaoui,DF,2004-06-09,22,0,0,US Monastir,,
2026,TUN,Tunisia,Anis Ben Slimane,anis ben slimane,MF,2001-03-16,25,41,4,Norwich City,,
2026,TUN,Tunisia,Sebastian Tounekti,sebastian tounekti,MF,2002-07-13,23,12,1,Celtic,,
2026,BEL,Belgium,Thibaut Courtois,thibaut courtois,GK,1992-05-11,34,109,0,Real Madrid,,
2026,BEL,Belgium,Zeno Debast,zeno debast,DF,2003-10-24,22,26,1,Sporting CP,,
2026,BEL,Belgium,Arthur Theate,arthur theate,DF,2000-05-25,26,33,1,Eintracht Frankfurt,,
2026,BEL,Belgium,Brandon Mechele,brandon mechele,DF,1993-01-28,33,9,1,Club Brugge,,
2026,BEL,Belgium,Maxim De Cuyper,maxim de cuyper,DF,2000-12-22,25,19,4,Brighton & Hove Albion,,
2026,BEL,Belgium,Axel Witsel,axel witsel,MF,1989-01-12,37,138,12,Girona,,
2026,BEL,Belgium,Kevin De Bruyne,kevin de bruyne,MF,1991-06-28,34,119,37,Napoli,,
2026,BEL,Belgium,Youri Tielemans ( captain ),youri tielemans ( captain ),MF,1997-05-07,29,85,13,Aston Villa,,
2026,BEL,Belgium,Romelu Lukaku,romelu lukaku,FW,1993-05-13,33,126,90,Napoli,,
2026,BEL,Belgium,Leandro Trossard,leandro trossard,FW,1994-12-04,31,51,12,Arsenal,,
2026,BEL,Belgium,Jérémy Doku,jeremy doku,FW,2002-05-27,24,43,7,Manchester City,,
2026,BEL,Belgium,Senne Lammens,senne lammens,GK,2002-07-07,23,2,0,Manchester United,,
2026,BEL,Belgium,Mike Penders,mike penders,GK,2005-07-31,20,0,0,Strasbourg,,
2026,BEL,Belgium,Dodi Lukébakio,dodi lukebakio,FW,1997-09-24,28,30,6,Benfica,,
2026,BEL,Belgium,Thomas Meunier,thomas meunier,DF,1991-09-12,34,80,10,Lille,,
2026,BEL,Belgium,Koni De Winter,koni de winter,DF,2002-06-12,23,8,0,Milan,,
2026,BEL,Belgium,Charles De Ketelaere,charles de ketelaere,FW,2001-03-10,25,30,6,Atalanta,,
2026,BEL,Belgium,Joaquin Seys,joaquin seys,DF,2005-03-28,21,5,0,Club Brugge,,
2026,BEL,Belgium,Diego Moreira,diego moreira,MF,2004-08-06,21,3,0,Strasbourg,,
2026,BEL,Belgium,Hans Vanaken,hans vanaken,MF,1992-08-24,33,34,7,Club Brugge,,
2026,BEL,Belgium,Timothy Castagne,timothy castagne,DF,1995-12-05,30,63,2,Fulham,,
2026,BEL,Belgium,Alexis Saelemaekers,alexis saelemaekers,MF,1999-06-27,26,24,2,Milan,,
2026,BEL,Belgium,Nicolas Raskin,nicolas raskin,MF,2001-02-23,25,13,2,Rangers,,
2026,BEL,Belgium,Amadou Onana,amadou onana,MF,2001-08-16,24,29,1,Aston Villa,,
2026,BEL,Belgium,Nathan Ngoy,nathan ngoy,DF,2003-06-10,23,4,0,Lille,,
2026,BEL,Belgium,Matias Fernandez-Pardo,matias fernandez-pardo,FW,2005-02-03,21,2,0,Lille,,
2026,EGY,Egypt,Mohamed El Shenawy,mohamed el shenawy,GK,1988-12-18,37,76,0,Al Ahly,,
2026,EGY,Egypt,Yasser Ibrahim,yasser ibrahim,DF,1993-02-10,33,17,1,Al Ahly,,
2026,EGY,Egypt,Mohamed Hany,mohamed hany,DF,1996-02-02,30,42,0,Al Ahly,,
2026,EGY,Egypt,Hossam Abdelmaguid,hossam abdelmaguid,DF,2001-04-30,25,13,0,Zamalek,,
2026,EGY,Egypt,Ramy Rabia,ramy rabia,DF,1993-05-20,33,44,5,Al Ain,,
2026,EGY,Egypt,Mohamed Abdelmonem,mohamed abdelmonem,DF,1999-02-01,27,36,3,Nice,,
2026,EGY,Egypt,Trézéguet,trezeguet,FW,1994-10-01,31,96,23,Al Ahly,,
2026,EGY,Egypt,Emam Ashour,emam ashour,MF,1998-02-20,28,29,0,Al Ahly,,
2026,EGY,Egypt,Hamza Abdelkarim,hamza abdelkarim,FW,2008-01-01,18,2,0,Barcelona B,,
2026,EGY,Egypt,Mohamed Salah ( captain ),mohamed salah ( captain ),FW,1992-06-15,33,116,67,Liverpool,,
2026,EGY,Egypt,Mostafa Ziko,mostafa ziko,MF,1997-04-27,29,2,2,Pyramids,,
2026,EGY,Egypt,Haissem Hassan,haissem hassan,FW,2002-02-08,24,4,0,Oviedo,,
2026,EGY,Egypt,Ahmed Fatouh,ahmed fatouh,DF,1998-03-22,28,39,1,Zamalek,,
2026,EGY,Egypt,Hamdy Fathy,hamdy fathy,MF,1994-09-29,31,63,3,Al-Wakrah,,
2026,EGY,Egypt,Karim Hafez,karim hafez,DF,1996-03-12,30,9,0,Pyramids,,
2026,EGY,Egypt,El Mahdy Soliman,el mahdy soliman,GK,1987-06-08,39,0,0,Zamalek,,
2026,EGY,Egypt,Mohanad Lasheen,mohanad lasheen,MF,1996-05-29,30,23,0,Pyramids,,
2026,EGY,Egypt,Nabil Emad,nabil emad,MF,1996-04-06,30,12,0,Al-Najma,,
2026,EGY,Egypt,Marwan Attia,marwan attia,MF,1998-08-01,27,34,1,Al Ahly,,
2026,EGY,Egypt,Ibrahim Adel,ibrahim adel,FW,2001-04-23,25,24,3,Nordsjælland,,
2026,EGY,Egypt,Mahmoud Saber,mahmoud saber,MF,2001-07-30,24,15,1,ZED,,
2026,EGY,Egypt,Omar Marmoush,omar marmoush,FW,1999-02-07,27,50,11,Manchester City,,
2026,EGY,Egypt,Mostafa Shobeir,mostafa shobeir,GK,2000-05-15,26,9,0,Al Ahly,,
2026,EGY,Egypt,Tarek Alaa,tarek alaa,DF,2002-01-05,24,3,0,ZED,,
2026,EGY,Egypt,Zizo,zizo,FW,1996-01-10,30,63,5,Al Ahly,,
2026,EGY,Egypt,Mohamed Alaa,mohamed alaa,GK,1999-01-01,27,0,0,El Gouna,,
2026,IRN,Iran,Alireza Beiranvand,alireza beiranvand,GK,1992-09-21,33,86,0,Tractor,,
2026,IRN,Iran,Saleh Hardani,saleh hardani,DF,1998-12-26,27,18,1,Esteghlal,,
2026,IRN,Iran,Ehsan Hajsafi ( captain ),ehsan hajsafi ( captain ),DF,1990-02-25,36,146,7,Sepahan,,
2026,IRN,Iran,Shojae Khalilzadeh,shojae khalilzadeh,DF,1989-05-14,37,58,2,Tractor,,
2026,IRN,Iran,Milad Mohammadi,milad mohammadi,DF,1993-09-29,32,76,1,Persepolis,,
2026,IRN,Iran,Saeid Ezatolahi,saeid ezatolahi,MF,1996-10-01,29,83,2,Shabab Al Ahli,,
2026,IRN,Iran,Alireza Jahanbakhsh,alireza jahanbakhsh,MF,1993-08-11,32,98,17,Dender,,
2026,IRN,Iran,Mohammad Mohebi,mohammad mohebi,MF,1998-12-20,27,36,14,Rostov,,
2026,IRN,Iran,Mehdi Taremi,mehdi taremi,FW,1992-07-18,33,105,60,Olympiacos,,
2026,IRN,Iran,Mehdi Ghayedi,mehdi ghayedi,FW,1998-12-05,27,30,10,Al Nasr,,
2026,IRN,Iran,Ali Alipour,ali alipour,FW,1995-11-11,30,14,1,Persepolis,,
2026,IRN,Iran,Payam Niazmand,payam niazmand,GK,1995-04-06,31,15,0,Persepolis,,
2026,IRN,Iran,Hossein Kanaanizadegan,hossein kanaanizadegan,DF,1994-03-23,32,65,6,Persepolis,,
2026,IRN,Iran,Saman Ghoddos,saman ghoddos,MF,1993-09-06,32,68,3,Kalba,,
2026,IRN,Iran,Rouzbeh Cheshmi,rouzbeh cheshmi,MF,1993-07-24,32,40,3,Esteghlal,,
2026,IRN,Iran,Mehdi Torabi,mehdi torabi,MF,1994-09-10,31,52,7,Tractor,,
2026,IRN,Iran,Aria Yousefi,aria yousefi,DF,2002-04-22,24,14,1,Sepahan,,
2026,IRN,Iran,Amirhossein Hosseinzadeh,amirhossein hosseinzadeh,FW,2000-10-30,25,18,5,Tractor,,
2026,IRN,Iran,Ali Nemati,ali nemati,DF,1996-02-08,30,17,0,Foolad,,
2026,IRN,Iran,Shahriyar Moghanlou,shahriyar moghanlou,FW,1994-12-21,31,21,2,Kalba,,
2026,IRN,Iran,Mohammad Ghorbani,mohammad ghorbani,MF,2001-10-07,24,16,0,Al Wahda,,
2026,IRN,Iran,Hossein Hosseini,hossein hosseini,GK,1992-06-30,33,13,0,Sepahan,,
2026,IRN,Iran,Ramin Rezaeian,ramin rezaeian,DF,1990-03-21,36,74,8,Foolad,,
2026,IRN,Iran,Dennis Eckert,dennis eckert,FW,1997-01-09,29,0,0,Standard Liège,,
2026,IRN,Iran,Danial Eiri,danial eiri,DF,2003-10-26,22,0,0,Malavan,,
2026,IRN,Iran,Amirmohammad Razzaghinia,amirmohammad razzaghinia,MF,2006-04-11,20,4,0,Esteghlal,,
2026,NZL,New Zealand,Max Crocombe,max crocombe,GK,1993-08-12,32,24,0,Millwall,,
2026,NZL,New Zealand,Tim Payne,tim payne,DF,1994-01-10,32,51,3,Wellington Phoenix,,
2026,NZL,New Zealand,Francis de Vries,francis de vries,DF,1994-11-28,31,20,1,Auckland FC,,
2026,NZL,New Zealand,Tyler Bindon,tyler bindon,DF,2005-01-27,21,25,3,Sheffield United,,
2026,NZL,New Zealand,Michael Boxall,michael boxall,DF,1988-08-18,37,63,1,Minnesota United FC,,
2026,NZL,New Zealand,Joe Bell,joe bell,MF,1999-04-27,27,32,1,Viking,,
2026,NZL,New Zealand,Matthew Garbett,matthew garbett,MF,2002-04-13,24,37,5,Peterborough United,,
2026,NZL,New Zealand,Marko Stamenić,marko stamenic,MF,2002-02-19,24,39,3,Swansea City,,
2026,NZL,New Zealand,Chris Wood ( captain ),chris wood ( captain ),FW,1991-12-07,34,90,45,Nottingham Forest,,
2026,NZL,New Zealand,Sarpreet Singh,sarpreet singh,MF,1999-02-20,27,28,3,Wellington Phoenix,,
2026,NZL,New Zealand,Elijah Just,elijah just,MF,2000-05-01,26,44,9,Motherwell,,
2026,NZL,New Zealand,Alex Paulsen,alex paulsen,GK,2002-07-04,23,8,0,Lechia Gdańsk,,
2026,NZL,New Zealand,Liberato Cacace,liberato cacace,DF,2000-09-27,25,37,1,Wrexham,,
2026,NZL,New Zealand,Alex Rufer,alex rufer,MF,1996-06-12,29,26,0,Wellington Phoenix,,
2026,NZL,New Zealand,Nando Pijnaker,nando pijnaker,DF,1999-02-25,27,25,0,Auckland FC,,
2026,NZL,New Zealand,Finn Surman,finn surman,DF,2003-09-23,22,19,2,Portland Timbers,,
2026,NZL,New Zealand,Kosta Barbarouses,kosta barbarouses,FW,1990-02-19,36,76,10,Western Sydney Wanderers,,
2026,NZL,New Zealand,Ben Waine,ben waine,FW,2001-06-11,25,31,9,Port Vale,,
2026,NZL,New Zealand,Ben Old,ben old,MF,2002-08-13,23,24,2,Saint-Étienne,,
2026,NZL,New Zealand,Callum McCowatt,callum mccowatt,MF,1999-04-30,27,32,4,Silkeborg,,
2026,NZL,New Zealand,Jesse Randall,jesse randall,FW,2002-08-19,23,11,2,Auckland FC,,
2026,NZL,New Zealand,Michael Woud,michael woud,GK,1999-01-16,27,6,0,Auckland FC,,
2026,NZL,New Zealand,Ryan Thomas,ryan thomas,MF,1994-12-20,31,25,3,PEC Zwolle,,
2026,NZL,New Zealand,Callan Elliot,callan elliot,DF,1999-07-07,26,11,0,Auckland FC,,
2026,NZL,New Zealand,Lachlan Bayliss,lachlan bayliss,MF,2002-07-24,23,4,0,Newcastle Jets,,
2026,NZL,New Zealand,Tommy Smith,tommy smith,DF,1990-03-31,36,56,2,Braintree Town,,
2026,CPV,Cape Verde,Vozinha,vozinha,GK,1986-06-03,40,90,0,Chaves,,
2026,CPV,Cape Verde,Stopira,stopira,DF,1988-05-20,38,61,4,Torreense,,
2026,CPV,Cape Verde,Diney,diney,DF,1995-01-17,31,32,2,Al Bataeh,,
2026,CPV,Cape Verde,Roberto Lopes,roberto lopes,DF,1992-06-17,33,45,0,Shamrock Rovers,,
2026,CPV,Cape Verde,Logan Costa,logan costa,DF,2001-04-01,25,28,0,Villarreal,,
2026,CPV,Cape Verde,Kevin Pina,kevin pina,MF,1997-01-27,29,31,3,Krasnodar,,
2026,CPV,Cape Verde,Jovane Cabral,jovane cabral,MF,1998-06-14,27,29,3,Estrela Amadora,,
2026,CPV,Cape Verde,João Paulo,joao paulo,MF,1998-05-26,28,41,1,FCSB,,
2026,CPV,Cape Verde,Gilson Benchimol,gilson benchimol,FW,2001-12-29,24,21,6,Akron Tolyatti,,
2026,CPV,Cape Verde,Jamiro Monteiro,jamiro monteiro,MF,1993-11-23,32,55,5,PEC Zwolle,,
2026,CPV,Cape Verde,Garry Rodrigues,garry rodrigues,MF,1990-11-27,35,61,10,Apollon Limassol,,
2026,CPV,Cape Verde,Márcio Rosa,marcio rosa,GK,1997-02-23,29,11,0,Montana,,
2026,CPV,Cape Verde,Sidny Lopes Cabral,sidny lopes cabral,DF,2002-09-18,23,11,3,Benfica,,
2026,CPV,Cape Verde,Deroy Duarte,deroy duarte,MF,1999-07-04,26,33,0,Ludogorets Razgrad,,
2026,CPV,Cape Verde,Laros Duarte,laros duarte,MF,1997-02-28,29,20,1,Puskás Akadémia,,
2026,CPV,Cape Verde,Yannick Semedo,yannick semedo,MF,1995-12-29,30,11,1,Farense,,
2026,CPV,Cape Verde,Willy Semedo,willy semedo,MF,1994-04-27,32,38,3,Omonia,,
2026,CPV,Cape Verde,Telmo Arcanjo,telmo arcanjo,MF,2001-06-21,24,16,1,Vitória de Guimarães,,
2026,CPV,Cape Verde,Dailon Livramento,dailon livramento,FW,2001-05-04,25,22,7,Casa Pia,,
2026,CPV,Cape Verde,Ryan Mendes ( captain ),ryan mendes ( captain ),FW,1990-01-08,36,98,22,Iğdır,,
2026,CPV,Cape Verde,Nuno da Costa,nuno da costa,MF,1991-02-10,35,9,2,İstanbul Başakşehir,,
2026,CPV,Cape Verde,Steven Moreira,steven moreira,DF,1994-08-13,31,20,0,Columbus Crew,,
2026,CPV,Cape Verde,CJ dos Santos,cj dos santos,GK,2000-08-24,25,1,0,San Diego FC,,
2026,CPV,Cape Verde,Wagner Pina,wagner pina,DF,2002-11-03,23,14,0,Trabzonspor,,
2026,CPV,Cape Verde,Kelvin Pires,kelvin pires,DF,2000-06-05,26,6,1,SJK,,
2026,CPV,Cape Verde,Hélio Varela,helio varela,MF,2002-05-03,24,21,0,Maccabi Tel Aviv,,
2026,KSA,Saudi Arabia,Nawaf Al-Aqidi,nawaf al-aqidi,GK,2000-05-10,26,24,0,Al-Nassr,,
2026,KSA,Saudi Arabia,Ali Majrashi,ali majrashi,DF,1999-10-02,26,21,0,Al-Ahli,,
2026,KSA,Saudi Arabia,Ali Lajami,ali lajami,DF,1996-04-24,30,24,1,Al-Hilal,,
2026,KSA,Saudi Arabia,Abdulelah Al-Amri,abdulelah al-amri,DF,1997-01-15,29,44,1,Al-Nassr,,
